hotel_unit,name,rating,date,review
GDHY,FP,9.7,2019-10-13,"Sambil nunggu anak renang, saya coba review hotel Quality yah. Saya check in jam 18.00 lancar jaya (yaiyalah bukan jam check in😂). Bellboynya pas gak standby, jadi sempet dorong pintu dikit. Deposit 300 ribu (saya bayar pakai open cc, ternyata kembalinya 14 hari kerja-lama bener 😣) dan diminta ttd jaminan tidak merokok didalam kamar, kalo merokok kena denda 1juta. Fyi area merokok disediakan di dekat kolam renang dengan kursi dan meja yang nyaman buat ngopi-ngopi. Sarapannya standar aja: stand telur, waffle, ada roti beserta selainya, nasi goreng, nasi sayur, nasi merah, opor krecek, salad sayur, buah, bubur ayam, ketan hitam dan godogan. Minuman jus orange, jus mangga, teh dan kopi. Hotel QH termasuk hotel lama, tapi fasilitasnya lengkap, parkiran sangat luas, wifi lancar, ada playground outdoor, kolam renang pun ada untuk anak (buka jam 07.00-19.00), kolam ikan di bagian lobby dan interiornya mewah klasik. Kamar luas dan full karpet (bagi kami penting, karena suami senengnya ngegolet di karpet 😂). Kasur besar ukuran king size. Kulkas tersedia. Air mineral dalam botol kaca disediakan 2. Ada sajadah untuk sholat dan bantal tambahan disediakan di dalam lemari. Ada connecting door nya. Untuk kamar mandi tersedia bathtub dengan dinding yang rendah, jadi anak tidak butuh bantuan untuk masuk kedalamnya. Shower menempel di sisi dinding bukan di atas . Untuk toiletrisnya gak terlalu lengkap ya, hanya ada sikat gigi, shower cap, dan sabun yang wanginya enak dalam tabung dispenser. Minim banget buat saya yang suka koleksi beginian 😅. Alhamdulillah Wc pakai bidet, jadi lancar buat mendukung pembuangan. Lokasi cukup strategis karena dekat dengan kota, mall Transmart Maguwo, Mall plaza Ambarukmo, Airport Adi Sucipto. Depan hotel ada Circle K. Yang membuat saya tertarik pengen nginep di sini adalah karena serayu restonya yang menyajikan dimsum terbaik di kota Yogya. Resto ini buka dari pagi sampai jam 10 malam (dulu 24 jam). Menunya lengkap, harganya dibandrol antara 30-40 ribuan per porsi, isinya ada 3-4 pcs. Rasanya enak banget. Jangan khawatir, Makan dimsum di resto ini diskon 50% plus 10% dengan menunjukkan kartu pelajar/mahasiswa dan jika makan chinese food ada diskon 10% karena menginap di hotel ini. Oh ya klo beli minum yang murah pilih chinese tea aja. 1 poci 15 ribu boleh refill sepuasnya."
GDHY,DR,9.1,2019-06-10,"Kamar luas, bersih, nyaman, saya pesan 2 kamar tapi yang 1 AC-nya tidak bisa dingin yang 1 dingin parah, menu breakfast enak and banyak pilihannya, Proses check-in cepat banget cuma 2 menit an."
GDHY,HE,10.0,2024-10-22,"Hotel yang cukup lama di jogja. Dulu namanya grand quality & termasuk hotel mewah di jaman nya. Di luar ekspektasi kmarin menginap masih sangat terjaga kualitasnya. Kebersihan, pelayanan ok. Kamar sangat bersih walaupun memang tampilannya ga modern. Sarapannya enak banget banyak jenisnya, suka banget sma vibe restonya. Harga juga termasuk worth it dibanding hotel lainnya di jogja."
GDHY,FR,8.5,2019-12-08,"Tempat sangat strategis, pelayanan cepat."
GDHY,DJ,9.7,2018-09-27,"Kamar luas, nyaman, bagus, lebih bagus dari fotonya, pelayanan sangat ramah"
GDHY,DD,10.0,2024-04-12,"Favorit tempat untuk menginap. Pelayanan terbaik dari staffnya, variasi dan rasa makanan di atas rata-rata. Pertahankan dan semakin berkembang lagi. Thanks GDHY."
GDHY,w,10.0,2024-04-23,Hotelnya sangat sangat bersih dan management profesional. Breakfast sangat enak recomanded untuk. Menginap di hotel ini.
GDHY,ph,9.7,2019-05-11,"Rasa-rasanya ini salah satu hotel yang pernah saya inapi dengan kamar yang sangat luas (dibandingkan hotel tetangganya yang pernah saya inapi juga hotel). Walaupun hotel tua terlihat dari interior yang agak sedikit klasik tetapi semua fasilitas masih sangat cukup terawat. Di dalam kamar banyak meja/rak-rak untuk menaruh barang, suka? Sarapan cukup enak terutama nasi gudeg dan bubur ayamnya, sosisnya juga enak. Yang kurang sesuai selera saya hanya sayur tumisnya dan mie gorengnya sepertinya kebanyakan lada. Dan satu lagi yang enak itu sop dagingnya seperti rawon tapi dengan bumbu yang berbeda agak sedikit manis, Sayangnya hanya ada di hari pertama saya menginap, 2 hari lainnya sop tersebut diganti dengan sop sayur biasa. Buah terlalu dingin dan pudingnya juga kemanisan menurut saya. pelayanan ramah, WiFi putus sambung, WiFi ini yang paling disayangkan, Karena sinyal operator saya juga tidak begitu lancar di kamar hotel, cukup dekat dengan pusat perbelanjaan transmart bisa ditemput dengan berjalan kaki. Dan Ambarrukmo Plaza sekitar 10 menit berkendara."
GDHY,sarvony l.,9.7,2017-08-07,"Sangat memuaskan kamarnya yang besar, pelayanan juga Bagus."
GDHY,NN,6.6,2019-11-26,"Mau check-in lama banget alesan hotel belum terima voucher, receptionist juga tidak ramah! Hotelnya sih nyaman tapi pekerjanya jelek sekali sifatnya tidak membantu sama sekali kalau tidak salah receptionist namanya Wisnu!"
GDHY,HA Girsang,9.7,2018-11-28,
GDHY,MR,9.7,2018-12-06,"Perkembangan yang menuju lebih baik, semuanya diperbarui bagus, hanya saja listrik kemarin beberapa kali mati dan generator tidak otomatis menyala."
GDHY,M***i,10.0,2024-07-07,Staff hotelnya ramah dan kamarnya nyaman.
GDHY,MF,10.0,2019-12-31,
GDHY,Eli N.,10.0,2018-06-17,Hotel lama dan kebetulan anak-anak suka banget hotel yang ada bathtubnya. Hotel sebenarnya kalau menurut anak-anak saya.
GDHY,Dimas P.,9.0,2020-01-06,"Hotel bagus, makanannya enak, recommended."
GDHY,AD,6.0,2018-08-29,Ruangannya luas. Tapi sprei dan selimutnya kotor dan terkesan sprei lama.
GDHY,Jason F.,8.5,2020-03-08,"Kamar nya mantap meskipun yang tipe delux, pelayanan profesional dan breakfast nya pun enak"
GDHY,AD,8.5,2019-01-31,Hotel bersih dan elegan untuk harga hotel lumayan terjangkau.
GDHY,BA,8.5,2023-11-24,"Kami sudah cukup sering menginap di hotel ini sejak tahun 1995-an, kamar dan bathroom yang luas melebihi hotel-hotel lain menjadi nilai tambah, apalagi dengan connecting door, selalu memudahkan kami sekeluarga."
GDHY,SATYA S. P.,9.1,2023-05-10,Room is clean. Breakfast was good. Plenty parking space.
GDHY,za,8.5,2019-01-28,"Fasilitas lengkap, mulai kamar mandi, alat pembuat teh kopi, tempat tidur, bersih, hanya saja koneksi internetnya sulit untuk di akses."
GDHY,BJ,8.8,2018-01-06,"Mungkin karena hotelnya agak tua, bath tubnya kayak ada bekas yang tidak bisa hilang gitu, kamar luas, kebersihannya lumayan, AC dan air panas lancar, lokasi dekat bandara dan bisa antar jemput free, menu sarapannya beragam dan enak."
GDHY,RP,9.4,2024-01-06,"Bagus sih, pernah baca di tiktok tentang horror/serem tapi alhamdulillah tidak mengalami kejadian horror apapun selama 2 hari menginap di sini, saya juga bawa bayi 8 bulan alhamdulillah aman-aman saja. Hanya saja kalau malam lampu koridor warna kuning dan kurang terang😅 itusih yang bikin aga takut (karena saya orangnya penakut). Kamar hotelnya banyak banget tapi tamunya under 100 orang bahkan 50 orang maybe (karena aku kesana pas tanggal 2 Januari dimana udah bukan musim liburan dan udah pada masuk sekolah/kerja😅) makanya keliatan sepi/serem menurutku. Dan pelayanannya bagus mantap, kalau ada yang ga sesuai atau ada yang rusak langsung call service room aja pasti langsung didatengin cepat banget buat dibenerin. Breakfast nya lumayan lah standar ngga yang enak banget tapi juga ga buruk. ⭐️5 intinya semoga tambah ramai ya. Sukses selalu. Oh iya hotel ini sangat terbuka dengan kritik dan saran gaes."
GDHY,G,9.1,2020-01-28,"Kamarnya sangat bagus dan persis seperti pada gambar dari web. Sarapan lezat Makanan, kolam renang yang bagus. direkomendasikan untuk menginap selama akhir minggu atau liburan. Hotel bintang empat yang bagus"
GDHY,LM,10.0,2018-08-03,"Kamar luas desainnya bagus (warm dan modern), masih dalam proses renovasi, sarapan enak."
GDHY,Jason F.,9.4,2020-01-26,"Pelayanan yang mantap, nyaman, tenang."
GDHY,SM,9.7,2018-12-27,Sarapannya banyak variasi dan ada tamannya juga yang menyegarkan mata di pagi hari.
GDHY,B,9.7,2019-12-30,"Sangat memuaskan, pemesanan saya di awal 1 ranjang besar, tetapi saat check-in ranjang tersebut tidak ada. Awalnya saya sangat kecewa karena pihak hotel tidak ada solusi. Akan tetapi manajer hotel saat itu meng-upgrade kamar saya ke tipe yang lebih tinggi untuk mengobati kekecewaan saya. Saya sangat puas dan akan datang dan menginap lagi di hotel ini di kesempatan yang akan datang."
GDHY,EA,8.5,2018-12-31,"Hotel bagus dan fasilitas baik dan pelayanan juga baik, terbaik di Jogyakarta jawa tengah."
GDHY,pm,9.1,2024-09-25,"Akan menginap lagi dihotel ini, pelayanannya oke, staf ramah, dapet kamar yang luas, bersih dan ada balkonnya. Sangat menyenangkan,. Terima kasih grand diamond"
GDHY,HY,10.0,2017-01-02,"Buat yang suka suasana tenang, nyaman, damai, menginap lah disini."
GDHY,MS,9.0,2023-03-17,"Ruangan kamar lumayan luas, bersih."
GDHY,m,10.0,2017-10-24,"Dekat dengan bandara, kalau ke Yogya, mau bermalam di GQ lagi."
GDHY,Maya G.,9.1,2019-08-18,"Kamar luas, sarapan enak, lokasi dekat bandara."
GDHY,rr,8.5,2024-05-26,Meskipun nuansa hotel lama tapi bagus semua. Bersih. Makanan enak. Security gak ada pas dateng kami malam kesannya parkiran hotel tidak ada yang jaga. Selebihnya Bagus.
GDHY,Peyi H.,8.5,2019-06-24,"Akomodasi ini sangat cocok untuk urusan acara kantor seperti workshop, pelatihan dan lain-lain."
GDHY,JS,10.0,2018-11-09,"Kamarnya lega, bersih, kamar mandinya asik, pelayanannya ramah-ramah."
GDHY,RM,8.5,2018-07-04,"Kamar nyaman, parkir luas, makanan enak"
GDHY,ar,8.5,2017-05-07,Pelayanan bagus makan enak kamar bersih dan nyaman
GDHY,RW,9.4,2018-08-24,"Kamarnya besar banget. Awalnya berpikir agak old style tapi ternyata engga. Walau breakfastnya biasa, tapi overall puas. Thank you."
GDHY,DI,8.8,2018-07-14,"Bersih, nyaman, siplah."
GDHY,Puspita D.,10.0,2020-03-08,Kamar nyaman luas ada bathtub sayang minuman masih botolan bukan air kemasan sarapan enak lengkap.
GDHY,qi,9.7,2018-06-25,"Kami mulai check-in tgl 15 juni 2018 pukul 14.30, kami langsung ke resepsionis dan langsung di berikan kamar 714, Alhamdulillah kami dapat kamar tidak jauh dari pintu lift... beberapa jam kami istirahat, ternyata kondisi AC kamar tidak dingin sama sekali, Kami langsung komplain dan alhamdulillah respon cepat ditanggapi kami dipindah kamar menjadi kamar 739, di ujung lorong, Ternyata kami coba dan bertahan tapi AC bermasalah kembali, Lagi dan lagi kami komplain dan akhirnya kami diberikan kamar dan pindah lantai menjadi 410, alhamdulillah kamarnya baru bagus dan dingin, CQ sedang dalam renovasi, seajuh ini saya dan keluarga puas dengan layanan dan respon dari pihak hotel, dari keramahan dan makanan alhamdulillah sangat puas, insya allah kalau kami berkunjung ke jogja akan menginap lagi di CQ... terima kasih, dan terima kasih Traveloka sudah mempermudah holiday kami."
GDHY,nur p. a.,8.5,2023-01-01,"Lobinya sangat aestetik, kamarnya juga bagus ada aksen kayu kayunya, ada chinese restaurant juga"
GDHY,HE,8.5,2018-12-31,Hotel bintang 4 serasa bintang 5 recommended sekali kalau ke Jogjakarta.
GDHY,LH,9.7,2018-01-02,Semuanya baik kecuali saya mendapat pengalaman buruk karena pintu saya benar-benar tidak bisa dibuka setelah saya keluar. Atau bisa dikatakan setelah kamar saya dibersihkan oleh layanan kamar. Dan itu membuat saya pergi ke resepsionis untuk memperbarui kartu kamar saya lagi dan lagi.
GDHY,k,9.7,2023-11-30,Kamar luas. Sangat bagus. Recommended.
GDHY,C***h,8.5,2024-07-13,"Secara keseluruhan hotel ini bagus, kamar suite mereka sangat bagus, terima kasih atas pujian sambutan di kamar."
GDHY,RC,9.7,2018-07-23,Bersih dengan staf yang sangat ramah
GDHY,MP,8.5,2022-10-25,"Nilai plus untuk kebersihan kamar, fasilitas penunjang seperti kolam renang, resto dan lain-lain belum tersedia karena masih renovasi/masa trial opening, jumlah SDM juga masih sangat kurang. Central AC baru dan nyaman tapi masih ada kebocoran di kamar 517."
GDHY,T Hadriyanto S.,6.5,2018-05-19,Kamar hotel oke tapi makan di kamar sangat buruk.
GDHY,KA,9.3,2018-06-18,"Overall pas sih, cuma waktu sarapan terlalu crowded. Berasa sarapan di pasar tanah abang desak-desakan. Menunya kurang variatif."
GDHY,Rs,10.0,2018-07-10,"Puas sangat puas. Tidak ada celah, sempurna. Rekomendasi banget untuk yang stay di Yogya untuk liburan atau apa pun. Makanannya luar biasa, enak dan puas."
GDHY,HR,9.7,2020-02-17,"Kamar bersih, staf ramah, tempat yang bagus untuk tinggal selama di Yogyakarta"
GDHY,Agung G. W.,8.5,2023-06-12,"Tempatnya nyaman, kamarnya luas, kamar mandi ada bathub nya, tempatnya juga tenang."
GDHY,ap,6.1,2017-04-25,Kondisi handuk yang sangat buruk
GDHY,AP,8.5,2018-10-23,"Meskipun bangunan lama tapi sangat nyaman, pelayanan ramah, waktu check-in cepat."
GDHY,SS,8.5,2023-12-22,Sangat memuaskan & kamarnya luas.
GDHY,AA,8.8,2018-07-05,
GDHY,EJ,6.7,2017-04-06,"Kamar baunya tidak sedap dan banyak debu, staff cukup ramah dan membantu"
GDHY,SS,8.5,2018-04-14,"Sesuai dengan harganya, hair drynya sudah sangat kuno"
GDHY,Moonbeam,9.1,2023-05-31,"At first I was shocked for this room rate. Too good to be true, I thought. Turned out the place was exactly as seen on Traveloka. But when I was entering the room there wa musty smell because of carpets and fabrics. We slept with mask on. The next day we asked them to vacuum the carpet and thank God the smell was gone. The food was great despite super limited selections. The service was amazing especially the girl waitress at the restaurant. If Grand Diamond reads this, please do consider taking off all the carpets. It's not good for the respiratory😊"
GDHY,A***a,10.0,2024-10-07,"Salah satu hotel bintang 4 yang menurut saya terkesan mewah, harga juga masih bersahabat. Pelayanan oke dan ramah. Mantap pokoknya. Recommended, kalau ke Jogja balik lagi ke Grand Diamond."
GDHY,SA,8.8,2018-12-25,"Bismillah untuk kamarnya cukup bersih, wangi, tapi untuk staf kurang sigap, dan untuk yang suka desain hotel lama bukan modern, hotel ini cocok. Dan sayang sekali klosetnya membelakangi kiblat, tempat wudhu di dalam kamar mandi pun tidak ada, saya pikir tidak ada kulkas, ternyata kulkas ada di dalam lemari. Saya sangat suka desain restonya, kalau untuk makanan cukup enak. Ada taman untuk bermain anak, ada kolam ikan di lobby hotel, ini membuat anak saya senang. Parkiran sangat luas, dan ada mushola di luar hotel."
GDHY,panca a. s. d.,9.3,2023-10-01,Hotel enak lokasi oke. Sayang makanan cepat habis. Bantal saya bau iler (ludah orang) maaf ini juga kayaknya tidak diganti. Waktu minta kamar satu lorong atau ada connecting ditolak saya protes tapi akhirnya dikasih. So far bagus tapi tolong jaga kebersihan dan higinies nya.
GDHY,JA,8.5,2017-12-19,"Sangat menyenangkan, semua karyawan sopan dan ramah"
GDHY,AN,8.5,2019-09-15,
GDHY,Eka P.,10.0,2018-03-05,"staffnya ramah semua. rasa masakannya enak (semoga trs konsisten). kamar luas, kamar mandinya juga luas 😀 kolam renang yang agak kotor dan licin."
GDHY,KK,6.2,2022-11-28,"Ternyata hotelnya masih tahap rehap. Jika di hotel lain check in jam 2, di situ jam 2 belum siap. Jam 3 baru boleh check in. Kamar luas. Tapi keran kamar mandi mati. Kasur kurang standar. Pelayanan FO nya ketika check in kurang ramah. Tapi pas check out karena ganti orang, jauh lebih ramah."
GDHY,S,8.5,2019-11-12,
GDHY,VG,9.7,2018-03-28,Hotelnya bagus.. Bersih... Dan nyaman. Makanannyapun variatif. Staff nya ramah2. Hanya 1 kekurangannya yaitu hanya ada 1 stop contac sj... Jd utk ngecash ato bikin kopi hrs bergantian. Selebihnya recomennded banget. Kpn2 pingin nginep di GQ lg. Yg lbh senengnya dkt dg bandara.
GDHY,Muhammad F. D. L.,10.0,2018-12-11,"kamar dan layanan sangat baik dengan harga bagus, khusus untuk sarapan ..."
GDHY,Agung G. W.,10.0,2018-10-21,Menyenangkan sekali bisa di sini dengan keluarga untuk berlibur walaupun 1 malam menginap tetapi membawa kehangatan dan juga service hotel yang memuaskan.
GDHY,AO,10.0,2024-06-26,"Semuanya baik-baik saja, kecuali mengharapkan check-in lebih awal, maka Anda tidak boleh meminta air mineral di hari check-out. Selain itu, semuanya sangat bagus, hanya agak tua tapi tetap mewah. Sarapannya sangat enak, semuanya dipersiapkan dengan baik."
GDHY,AN,4.5,2017-09-25,FO tidak baik dan tidak ramah untuk yang membersihkan kamar bila tidak dapat tip tidak memberikan pelayan baik
GDHY,TA,9.7,2018-01-24,Oke banget pelayanannya. Lokasinya pun dekat dengan bandara dan Malioboro. Pas banget untuk liburan. Ditunggu ya promonya dari GQ Hotel.
GDHY,LAOSMA P.,8.5,2017-09-10,"Steategis, harga standar, baik juga untuk liburan keluarga"
GDHY,FD,8.5,2018-12-30,Menyenangkan tapi interior sudah tua.
GDHY,CP,8.5,2018-12-18,"Kamar bersih, pelayanan bagus, gambar persis dengan kamar. pesan yang deluxe dengan bathup. sarapan enak dan beraneka macam. Cocok untuk honeymoon di pusat kota dan dekat bandara, akan kesitu lagi. 😄"
GDHY,TM,8.8,2017-04-25,"Aman, nyaman dan praktis karena dekat dengan pusat bisnis dan kuliner."
GDHY,CF,9.4,2017-04-26,"Ruangan ini lebar sehingga kami bisa bermain bersama dan bergerak bebas. Tempat tidur sempurna, tidak terlalu keras atau lembut. Cinta kamar mandi dan interior ruangan. Parkir juga nyaman. layanan cepat dan ramah."
GDHY,SS,9.1,2017-07-03,Pelayanan hotel ini bagus dan responsif jk ada problem
GDHY,Irma P.,8.5,2018-09-02,"Kamarnya lumayan luas, makanannya lumayan enak dan kebersihannya baik."
GDHY,IF,8.5,2018-05-10,Sangat baik dalam segi pelayanannya
GDHY,MM,7.1,2017-08-15,Tidak benar-benar menunjukkan bahwa hotel ini adalah hotel bintang 4
GDHY,Ahmad F.,9.7,2019-02-03,"Dari awal masuk di sambut security check yang bagus, proses check-in yang cepat, kamar hotel yang luas, bersih dan sangat nyaman. Breakfastnya variannya banyak, staffnya ramah-ramah. Hotel yang sangat recommended?"
GDHY,RE,8.8,2017-12-27,Memuaskan. Letak strategis. Parkir luas.
GDHY,Boni Y. R. N.,8.8,2017-04-18,Nyaman dan bersih serta dekat dengan trans mart
GDHY,A***a,9.7,2024-08-09,"Gak nyangka hotel yang bakal dirindukan setiap lewat solo, ternyata enak dan senyaman itu. Menginap tiga hari dua malam, puas sekali. Kamar nyaman, sangat bersih. Saya suka semua menu sarapannya sampai bingung pilih. Ini akan menjadi jelas kembali. Terima kasih Grand Diamond ✨️✨️"
GDHY,EJ,6.0,2023-07-15,Karpet di lorong bau apek. Sampai kamar di kursi ada cicak mati kering. Telepon ke house keeping ga diangkat. Jeglekan wc bermasalah.
GDHY,DP,4.8,2020-11-04,Hotel sudah tidak beroperasi kami hanya diterima oleh satpam yang mengatakan hotel sudah tidak beroperasi. Sehingga kami harus cari hotel lain secara mendadak padahal sedang peak season.
GDHY,FP,8.5,2018-06-21,"Lokasi dekat dengan bandara, sangat membantu buat transit. Proses check-in cepat tidak pake susah, kamar bersih dan nyaman. Kebetulan kemarin saya ada penerbangan pagi, jadi belum sempat mencoba breakfastnya."
GDHY,sv,9.1,2017-02-16,Tempatnya lumayan bagus walaupun bangunannya sudah lama...
GDHY,yasser a. s.,8.5,2022-12-29,"Ternyata hotelnya sedang dalam perubahan manajemen. Standarnya memang hotel bagus karena kamar luas dan ada bathtub tapi sayangnya air panas gak lancar (malah gak bisa), AC kurang dingin, kolam renang sedang perbaikan, Gym gak bisa digunakan. Makanan variasinya sedikit tapi menurut saya oke aja. Barang-barang di kamar juga biasa aja malah cenderung udah lama. Mesti ada perbaikan karena gak sesuai banget dengan harga yang dikeluarkan. Harga segitu buat hotel lain udah sangat modern. Tapi so far cukup menyenangkan."
GDHY,G,6.2,2017-01-01,Sekelas hotel bintang 4 breakfast nya biasa aja kurang beragam. Nasi gorengnya keras.
GDHY,AI,8.6,2024-05-31,"1. Staff ramah dan baik, walau agak kurang flexibel soal early check in. 2. Kamar ok, kamar mandi juga lumayan bersih, tp bathtubnya yang agak kurang. 3. Untuk hotel bintang 4 dan kelas eksekutif, tidak diberikan pen untuk menulis dan perlengkapan makan seperti piring dan sendok. 4. Prasmanan sarapak ok, tp masih bisa ditingkatkan supaya lebih berasa. 5. Handuk di kamar mandi ada yang berlendir kering. Sepertinya tidak dicek untuk diganti. Piyama juga ada yang sudah kotor, tidak dicek lagi. Overall ok, kamarnya sangat baik dan harga juga terjangkau untuk fasilitas demikian. Bisa lebih ditingkatkan."
GDHY,Maya Y. Y.,8.5,2023-11-15,Kebersihan kamar lebih ditingkatkan. Tks.
GDHY,TP,9.1,2019-12-16,"Menyenangkan, sesuai dg harapan. Pas untuk keponakan saya yang ingin merayakan honey moon mereka dengan tenang dan sederhana tanpa kebisingan. Tujuan jalan-jalan berdua di kota Jogja pun mudah diakses dari hotel. Thanks"
GDHY,Ee,8.5,2018-12-29,"Kamarnya bagus, bersih sesuai dengan pic yang tertera di website, pelayanan baik, makannya enak pake banget, puas deh menginap disini. Thank you."
GDHY,ROY C.,10.0,2018-06-22,"Kamar bersih dan luas, kamar mandi bersih hanya tutup kamar mandi di bathub karetnya tidak rapat jadi air yang di isi tidak penuh penuh di room 627. Fasilitas TV kebetulan saat itu acara event piala Dunia tidak bisa di access di hotel tersebut. Kolam renang bersih perlu ditambahkan untuk tangga naik dari kolam yang dalam. Makanan enak dan banyak variasi. Pelayanan ramah staf selalu memberi salam."
GDHY,ns,9.1,2018-06-23,"Bersih, staf yang ramah, kamar yang besar, breakfast oke."
GDHY,AN,8.5,2017-07-10,Semua nya sesuai dengan apa yang di inginkan
GDHY,sj,10.0,2024-07-17,Staff ramah dan baik akses jalan gampang dan free parkir untuk yang bawa kendaraan pribadi.
GDHY,MH,4.5,2018-07-28,Memesan tempat tidur ganda tetapi mendapat tempat tidur kembar. Bagaimana perjalanan romantis menginap di hotel dengan tempat tidur terpisah?
GDHY,otista c.,8.5,2023-12-23,Hotel lama tapi terawat dan bersih.
GDHY,RR,8.5,2018-03-19,"Bersih, nyaman, senang menginap di GQ Hotel"
GDHY,S,8.5,2018-11-26,Kamar luas dan lantai 8 memyenangkan sekali tetapi airnya kurang kencang (showernya) apa karena lantai 8 jadi airnya tidak kencang? Saya menginap di kamar 820 kalau bisa airnya di tambah powernya .
GDHY,AS,8.8,2017-03-14,"Sangat strategis u liburan, namun internet kurang mencakup di tiap2 room"
GDHY,AW,9.7,2019-12-08,"Pelayanan staff sangat baik, salah satunya mas Windu. Overall pelayanan staff GQ sangat attentive dan memuaskan. Ukuran kamar cukup luas, single bed cukup besar, air panas berfungsi dgn baik, handuk bersih, amenities cukup lengkap. Pelayanan penjemputan juga baik. Lokasi cukup strategis, dekat bandara. Will come back to this hotel next time."
GDHY,DJ,6.7,2019-05-13,Hairdryer perlu pembaharuan. sudah minta ganti tapi ternyata tetap tidak bisa.
GDHY,TT,8.5,2017-01-09,"Bagus, nyaman , tapi sandal hotel kok cuma sepasang ya"
GDHY,EP,8.8,2019-02-20,Ini adalah tempat yang sangat nyaman untuk menginap. Pasti akan kembali
GDHY,Joseph A. K.,9.0,2018-07-27,"Nyaman, enak, ramah, recommended"
GDHY,BN,9.4,2017-07-03,"Sangat nyaman Bersih, pelayanan yang baik, dan lokasinya sangat bagus karena dekat dengan bandara jogja. Hanya butuh waktu selama 5 menit."
GDHY,VM,9.4,2019-01-02,"Setiap aspek dari hotel ini luar biasa, kami senang menginap di sini. Layanan luar biasa."
GDHY,s,7.0,2017-01-09,kamarnya besar....hanya kamar mandinya peralatanya sudah usang....lainya lumayan
GDHY,F***n,10.0,2024-11-11,the best pokoke ga nyangka dapet Kamar Segede Itu dengan harga segitu
GDHY,it,8.5,2019-03-11,"+ : Sarapan enak, ac nya nyman. - : Playanan msh kurang ramah, kmren dteng pke mtor mau masuk satpame curiga ditanya2in dlu, kryawane jg jrang yg nyapa msh ramah htl lain, ap krna tmpln sy yg biaa aj pa ya ga kya pngnjung2 lain."
GDHY,H,10.0,2019-09-02,"Sangat memuaskan, kamar luas, nyaman dan bersih, makanan juga enak-enak dan banyak pilihan menunya, pasti senang kembali menginap di GQ Hotel"
GDHY,UP,8.5,2019-07-06,
GDHY,MT,8.5,2019-11-23,"Bagus semua hanya minus harus rokok di bawah, nyaman banget."
GDHY,O***y,10.0,2024-07-09,"Kamar luas & nyaman, ramah anak & keluarga, parkir luas, ada kolam renang, makanan enak variatif"
GDHY,Ms,6.0,2019-01-01,Kurang puas pesanan saya untuk kamar superior room tapi tidak tersedia pihak hotel tidak bersedia mengganti dengan alasan pesanan mendadak emmah kecewa banget.
GDHY,AD,9.7,2017-04-18,"Untuk kali ketiga menginap di Hotel ini. Pelayanan memuaskan, karena sering menginap di hotel ini, sampai sampai receptionisnya sudah hafal. Saya mendapatkan kamar sesuai yang saya pesan. Terimakasih."
GDHY,GM,10.0,2018-04-05,"Tempat nyaman, makanan enak banyak pilihan"
GDHY,AS,10.0,2017-07-27,"kamar luas dan nyaman, dekat bandara, sarapan enak dan layanan juga memuaskan"
GDHY,BF,9.1,2019-12-01,"Suasana nyaman dan tenang, saya suka baunya ketika memasuki lobi dan coridor. Staf yang hangat. Restoran yang nyaman, tidak ramai. Tapi hotel tua bisa kita rasakan yang terbaik pada masanya, bisa kita lihat dari pengunjung barat yang masih ada. Benar-benar akan kembali ke hotel ini ketika mengunjungi Jogja."
GDHY,ER,9.4,2017-04-27,"Tempat yang bagus untuk tinggal, pelayanan yang baik"
GDHY,AB,5.5,2023-12-04,Hotel dengan tampilan yang wah vintage dengan dekorasi lawas yang lumayan menarik. Sayangmya masuk kamar pertama didapati kamar mandi bau air kencing. Otomatis kita minta ganti dong. Dapet alasan harus dicek dulu lah dan lain-lain. 3 kali telpon ga ada yang cek. Akhirnya turun sendiri ke lobi. Langsung minta ganti paksa. Dan dptlah kamar baru. Oke kamar mandi ga bau. Overall rada puas. Ternyata toilet dan saluran air bermasalah. Dari air susah mengalir. Dan toilet tidak bisa disentor harus dibuka dulu bagian belakangnya dan lain-lain. Haduh ini hotel vintage yang kuno (yang bagi saya menarik daripada hotel minimalis baru) sayangnya tidak diimbangi dengan kebersihan dan kelayakan pakai sanitary nya. Dan tidak disediakan hairdryer di hotel ini. Jadi untuk perempuan pikir 2 kali untuk keramas ya karena ga ada pengering rambut.
GDHY,rs,5.7,2023-06-28,Air panas nya sempat mati. Mau pinjam mangkok mesti bayar sewa 25rb. Ini hotel bintang 4 lho. Aneh aja. Kunci kartu cuma boleh 1.
GDHY,MH,9.1,2019-01-23,"Asik menyenangkan, tapi sarapan sudah tutup jam 10. Sedih."
GDHY,Aw,8.5,2023-12-28,"Kamar bersih, karpet sepertinya baru di ganti, jadi kamar nyaman, untuk ukuran hotel yang umurnya sudah banyak di kamar gak tercium bau apek, hanya furniture kayu sepertinya harus di touch up lagi biar kelihatan lebih bersih (banyak bekas gelas panas), untuk breakfast makanan biasa saja, agak kurang bumbu, untuk hotel bintang 4 dengan uang yang dikeluarkan, seimbang sih."
GDHY,Nofia D. N.,9.7,2018-10-22,
GDHY,WK,10.0,2018-02-12,"Bersih, nyaman, dan ramah, tempat tidur luas."
GDHY,FA,8.5,2019-02-03,"Itu ruangan yang sangat istimewa, super juga."
GDHY,Bagus P. A.,10.0,2017-09-19,"Sangat nyaman, kontrol kualitas yang baik, dan gaya jawa modern yang bagus. Suka!"
GDHY,F,10.0,2024-05-11,"Staff ramah banget, pasti kesini lagi kalau liburan ke jogja lagi, nyaman banget pokoknya."
